,Virus name,Tier,Subtype,Infection stage,Coreceptor,Country,Year,Accession,Alias,Seq data,Virus patient,Virus type,Seq name,IC50,4E10:IC50: by study
517,CH505_W4_3,1A or 1B,C,acute,,MALAWI,2008.0,KC247557,"CH0505.w4.3, 703010505_w4_03",Yes,703010505,panel,C.MW.2008.CH505_W4_3.KC247557,1.9618,1.77: Bricault2019_dataset1;1.77: Wagh2016;2.41: Bradley2016a
518,CM235_2,,01_AE,chronic,CCR5,THAILAND,1990.0,JN944662,,Yes,CM235,panel,01_AE.TH.1990.CM235_2.JN944662,3.18151,2.41: Chenine2018;4.2: Chenine2013
519,CM235_C11,,01_AE,chronic,CCR5,THAILAND,1991.0,JQ715395,"CM235.c11, CM235.env",Yes,CM235,panel,01_AE.TH.1991.CM235_C11.JQ715395,1.2,1.2: Montefiori CAVD CA-VIMC
520,CM244_90TH,,01_AE,chronic,CCR5,THAILAND,1990.0,AY713425,,Yes,CM244,panel,01_AE.TH.1990.CM244_90TH.AY713425,11.72,11.72: Chenine2018
521,CM244_EC1,2,01_AE,chronic,CCR5,THAILAND,1990.0,JQ715397,"CM244, CM244.ec1",Yes,CM244,panel,01_AE.TH.1990.CM244_EC1.JQ715397,1.28107,0.365: Bricault2019_dataset2;1.6: Williams2017_dataset1;3.6: Montefiori CAVD CA-VIMC
522,CM246_C1,,01_AE,<12mo,CCR5,THAILAND,1990.0,JN944663,"CM246_env, CM246.c1",Yes,CM246,panel,01_AE.TH.1990.CM246_C1.JN944663,2.6,2.6: Montefiori CAVD CA-VIMC
523,CMU02,,01_AE,chronic,CXCR4,THAILAND,1993.0,AY669779,,Yes,CMU02,panel,01_AE.TH.1993.CMU02.AY669779,0.72,0.72: Walker2009a
524,CNE10,,B,<12mo,CCR5,CHINA,2004.0,HM215397,CN-04-LN1009,Yes,CNE10,panel,B.CN.2004.CNE10.HM215397,0.41489,0.014: Bricault2019_dataset2;0.307: Bricault2019;0.307: Chuang2013;0.307: Huang2012a;0.307: Huang2016a_dataset1;2.21: Williams2017_dataset1;7.7: Montefiori CAVD CA-VIMC
525,CNE11,,B,<12mo,CCR5,CHINA,2005.0,HM215398,CN-05-JL37,Yes,CNE11,panel,B.CN.2005.CNE11.HM215398,36.9,36.9: Montefiori CAVD CA-VIMC
526,CNE12,,B,<12mo,CCR5,CHINA,2004.0,HM215399,CN-04-JL103,Yes,CNE12,panel,B.CN.2004.CNE12.HM215399,1.06298,0.301: Bricault2019_dataset2;1.11: Bricault2019;1.11: Chuang2013;1.11: Huang2012a;1.11: Huang2016a_dataset1;1.3: Montefiori CAVD CA-VIMC;1.4: Crooks2015;1.96: Williams2017_dataset1
527,CNE14,,B,<12mo,CCR5,CHINA,2004.0,HM215400,CN-04-JL112,Yes,CNE14,panel,B.CN.2004.CNE14.HM215400,3.21331,0.151: Bricault2019_dataset2;2.52: Bricault2019;2.52: Chuang2013;2.52: Huang2012a;2.52: Huang2016a_dataset1;6.62: Williams2017_dataset1;7.6: Crooks2015;37.1: Montefiori CAVD CA-VIMC
528,CNE15,,BC,<12mo,CCR5,CHINA,2007.0,HM215401,CN-07-YN08,Yes,CNE15,panel,BC.CN.2007.CNE15.HM215401,3.61036,0.844: Bricault2019_dataset2;3.26: Williams2017_dataset1;3.36: Bricault2019;3.36: Chuang2013;3.36: Huang2012a;3.36: Huang2016a_dataset1;22.8: Montefiori CAVD CA-VIMC
529,CNE16,,BC,<12mo,CCR5,CHINA,2007.0,HM215402,,Yes,CNE16,panel,BC.CN.2007.CNE16.HM215402,9.5,9.5: Montefiori CAVD CA-VIMC
530,CNE17,2,C,<12mo,CCR5,CHINA,2007.0,HM215403,CN-07-YN18,Yes,CNE17,panel,C.CN.2007.CNE17.HM215403,4.16442,0.526: Zhang2019a;8.3: Bricault2019_dataset3;8.3: Hraber2014;8.3: Montefiori CAVD CA-VIMC
531,CNE18,,BC,<12mo,CCR5,CHINA,2007.0,HM215404,CN-07-YN22,Yes,CNE18,panel,BC.CN.2007.CNE18.HM215404,32.9,32.9: Montefiori CAVD CA-VIMC
532,CNE19,2,07_BC,<12mo,CCR5,CHINA,2007.0,HM215405,CN-07-XJ12,Yes,CNE19,panel,07_BC.CN.2007.CNE19.HM215405,1.22146,0.251: Bricault2019_dataset2;0.31: Zhang2019a;1.75: Williams2017_dataset1;2.9: Bricault2019_dataset3;2.9: Hraber2014;2.9: Montefiori CAVD CA-VIMC
533,CNE20,2,07_BC,<12mo,CCR5,CHINA,2007.0,HM215406,CN-07-XJ23,Yes,CNE20,panel,07_BC.CN.2007.CNE20.HM215406,1.14952,0.131: Bricault2019_dataset2;0.383: Zhang2019a;1.17: Williams2017_dataset1;3.4: Bricault2019_dataset3;3.4: Hraber2014;3.4: Montefiori CAVD CA-VIMC
534,CNE21,2,07_BC,<12mo,,CHINA,2007.0,HM215407,"CNE21.SG3, CN-07-XJ40",Yes,CNE21,panel,07_BC.CN.2007.CNE21.HM215407,4.04238,0.513: Zhang2019a;0.979: Bricault2019_dataset2;2.68: Williams2017_dataset1;14.8: Bricault2019_dataset3;14.8: Hraber2014;14.8: Montefiori CAVD CA-VIMC
535,CNE23,,C,<12mo,CCR5,CHINA,2007.0,HM215408,CN-07-YN6-3,Yes,CNE23,panel,C.CN.2007.CNE23.HM215408,28.4,28.4: Montefiori CAVD CA-VIMC
536,CNE28,,01_AE,<12mo,,CHINA,2007.0,HM215409,,Yes,CNE28,panel,01_AE.CN.2007.CNE28.HM215409,13.6,13.6: Montefiori CAVD CA-VIMC
537,CNE3,,01_AE,<12mo,CCR5,CHINA,2006.0,HM215410,CN-06-YN103,Yes,CNE3,panel,01_AE.CN.2006.CNE3.HM215410,3.26215,1.37: Bricault2019_dataset2;2.23: Bricault2019;2.23: Chuang2013;2.23: Doria-Rose2014;2.23: Huang2012a;2.23: Huang2016a_dataset1;6.31: Williams2017_dataset1;26.9: Montefiori CAVD CA-VIMC
538,CNE30,2,C,<12mo,CCR5,CHINA,2007.0,HM215411,CN-07-YN50-4,Yes,CNE30,panel,C.CN.2007.CNE30.HM215411,4.07714,0.456: Bricault2019_dataset2;1.7: Chuang2013;1.73: Bricault2019;1.73: Huang2012a;1.73: Huang2016a_dataset1;4.17: Zhang2019a;7.22: Williams2017_dataset1;21.9: Bricault2019_dataset3;21.9: Hraber2014;21.9: Montefiori CAVD CA-VIMC
539,CNE31,,C,<12mo,CCR5,CHINA,2007.0,HM215412,CN-07-YN53-1,Yes,CNE31,panel,C.CN.2007.CNE31.HM215412,4.29294,1.32: Bricault2019_dataset2;3.12: Bricault2019;3.12: Chuang2013;3.12: Huang2012a;3.12: Huang2016a_dataset1;7.7: Williams2017_dataset1;27.9: Montefiori CAVD CA-VIMC
540,CNE4,,B,<12mo,CCR5,CHINA,2006.0,HM215413,CN-06-YN108,Yes,CNE4,panel,B.CN.2006.CNE4.HM215413,0.17053,0.056: Bricault2019;0.056: Huang2012a;0.056: Huang2016a_dataset1;0.059: Bricault2019_dataset2;0.1: Chuang2013;0.2: Crooks2015;0.639: Williams2017_dataset1;5.4: Montefiori CAVD CA-VIMC
541,CNE40,2,BC,<12mo,CCR5,CHINA,2007.0,HM215414,CN-07-YN58-3,Yes,CNE40,panel,BC.CN.2007.CNE40.HM215414,0.0069602,0.001: Bricault2019_dataset2;0.003: Bricault2019;0.003: Chuang2013;0.003: Huang2012a;0.003: Huang2016a_dataset1;0.017: Rusert2016;0.04: Williams2017_dataset1;0.1: Montefiori CAVD CA-VIMC
542,CNE5,2,01_AE,<12mo,CCR5,CHINA,2006.0,HM215415,CN-06-HA409,Yes,CNE5,panel,01_AE.CN.2006.CNE5.HM215415,3.89927,1.17: Bricault2019_dataset2;1.34: Zhang2019a;1.49: Rusert2016;2.68: Williams2017_dataset1;2.99: Bricault2019;2.99: Chuang2013;2.99: Huang2012a;2.99: Huang2016a_dataset1;18.5: Bricault2019_dataset3;18.5: Hraber2014;18.5: Montefiori CAVD CA-VIMC
543,CNE52,2,08_BC,<12mo,,CHINA,2007.0,HM215416,CN-07-YN78-6,Yes,CNE52,panel,08_BC.CN.2007.CNE52.HM215416,2.19627,0.954: Zhang2019a;2.9: Bricault2019_dataset3;2.9: Hraber2014;2.9: Montefiori CAVD CA-VIMC
544,CNE53,2,08_BC,<12mo,CCR5,CHINA,2007.0,HM215417,CN-07-YN79-2,Yes,CNE53,panel,08_BC.CN.2007.CNE53.HM215417,0.20418,0.032: Bricault2019;0.032: Chuang2013;0.032: Huang2012a;0.032: Huang2016a_dataset1;0.213: Bricault2019_dataset2;0.38: Zhang2019a;0.997: Williams2017_dataset1;2.7: Bricault2019_dataset3;2.7: Montefiori CAVD CA-VIMC
545,CNE55,2,01_AE,<12mo,CCR5,CHINA,2007.0,HM215418,CN-07-YN81-5,Yes,CNE55,panel,01_AE.CN.2007.CNE55.HM215418,1.39642,0.038: Bricault2019_dataset2;0.901: Bricault2019;0.901: Chuang2013;0.901: Huang2012a;0.901: Huang2016a_dataset1;2.03: Wang2018a;2.98: Webb2015;3.05: Williams2017_dataset1;5.4: Decamp2014;11.3: Montefiori CAVD CA-VIMC
546,CNE56,,01_AE,<12mo,,CHINA,2007.0,HM215419,"CN-07-YN89-5, CNE56.SG3",Yes,CNE56,panel,01_AE.CN.2007.CNE56.HM215419,0.27553,0.06: Bricault2019_dataset2;0.207: Bricault2019;0.207: Chuang2013;0.207: Huang2012a;0.207: Huang2016a_dataset1;0.576: Williams2017_dataset1;1.9: Montefiori CAVD CA-VIMC
547,CNE57,,B,<12mo,CXCR4,CHINA,2005.0,HM215420,"CN-05-LN92, CNE57.SG3",Yes,CNE57,panel,B.CN.2005.CNE57.HM215420,0.40394,0.059: Bricault2019_dataset2;0.156: Bricault2019;0.156: Chuang2013;0.156: Huang2012a;0.156: Huang2016a_dataset1;1.8: Crooks2015;1.91: Williams2017_dataset1;5.9: Montefiori CAVD CA-VIMC
548,CNE58,2,C,<12mo,CCR5,CHINA,2006.0,HM215421,CN-06-YN09,Yes,CNE58,panel,C.CN.2006.CNE58.HM215421,1.25538,0.229: Bricault2019_dataset2;0.563: Zhang2019a;0.87: Bricault2019;0.87: Chuang2013;0.87: Huang2012a;0.87: Huang2016a_dataset1;1.68: Williams2017_dataset1;7.9: Bricault2019_dataset3;7.9: Montefiori CAVD CA-VIMC
549,CNE59,2,01_AE,<12mo,CCR5,CHINA,2006.0,HM215422,CN-06-YN114,Yes,CNE59,panel,01_AE.CN.2006.CNE59.HM215422,0.031391,0.001: Bricault2019_dataset2;0.042: Bricault2019;0.042: Chuang2013;0.042: Huang2012a;0.042: Huang2016a_dataset1;0.0481: Rusert2016;0.063: Williams2017_dataset1;0.1: Montefiori CAVD CA-VIMC
550,CNE6,,B,<12mo,CCR5,CHINA,2006.0,HM215423,CN-06-YN06,Yes,CNE6,panel,B.CN.2006.CNE6.HM215423,9.9,9.9: Montefiori CAVD CA-VIMC
551,CNE67,,BC,<12mo,,CHINA,2007.0,HM215425,CN-07-YN48,Yes,CNE67,panel,BC.CN.2007.CNE67.HM215425,1.4,1.4: Montefiori CAVD CA-VIMC
552,CNE7,,BC,<12mo,CCR5,CHINA,2006.0,HM215426,CN-06-YN28,Yes,CNE7,panel,BC.CN.2006.CNE7.HM215426,0.31011,0.128: Bricault2019;0.128: Chuang2013;0.128: Huang2012a;0.128: Huang2016a_dataset1;0.13: Bricault2019_dataset2;1.04: Williams2017_dataset1;7.6: Montefiori CAVD CA-VIMC
553,CNE8,2 or 3,01_AE,<12mo,CCR5,CHINA,2006.0,HM215427,CN-06-YN02,Yes,CNE8,panel,01_AE.CN.2006.CNE8.HM215427,1.81762,0.087: Zhang2019a;0.129: Williams2017_dataset1;0.14: Bricault2019_dataset2;1.06: Decamp2014;7: Webb2015;21.7: Bricault2019_dataset3;21.7: Hraber2014;21.7: Montefiori CAVD CA-VIMC
554,CNE9,,B,<12mo,CCR5,CHINA,2005.0,HM215428,CN-05-HA205,Yes,CNE9,panel,B.CN.2005.CNE9.HM215428,4.3,4.3: Montefiori CAVD CA-VIMC
555,CNXJ0031_12,,BC,chronic,,CHINA,2010.0,KC807962,,Yes,CNXJ0031,non-panel,BC.CN.2010.CNXJ0031_12.KC807962,50.0,>25: Ren2014
556,CNXJ0031_3,,BC,chronic,,CHINA,2010.0,KC807958,,Yes,CNXJ0031,non-panel,BC.CN.2010.CNXJ0031_3.KC807958,4.79,4.79: Ren2014
557,CNXJ0031_9,,BC,chronic,,CHINA,2010.0,KC807961,,Yes,CNXJ0031,non-panel,BC.CN.2010.CNXJ0031_9.KC807961,2.8,2.8: Ren2014
558,CNXJ0651_1,,BC,chronic,,CHINA,2010.0,KC807932,,Yes,CNXJ0651,non-panel,BC.CN.2010.CNXJ0651_1.KC807932,50.0,>25: Ren2014
559,CNXJ0651_10,,BC,chronic,,CHINA,2010.0,KC807941,,Yes,CNXJ0651,non-panel,BC.CN.2010.CNXJ0651_10.KC807941,50.0,>25: Ren2014
560,CNXJ0651_5,,BC,chronic,,CHINA,2010.0,KC807936,,Yes,CNXJ0651,non-panel,BC.CN.2010.CNXJ0651_5.KC807936,1.17,1.17: Ren2014
561,CNXJ0651_6,,BC,chronic,,CHINA,2010.0,KC807937,,Yes,CNXJ0651,non-panel,BC.CN.2010.CNXJ0651_6.KC807937,50.0,>25: Ren2014
562,CNXJ0651_8,,BC,chronic,,CHINA,2010.0,KC807939,,Yes,CNXJ0651,non-panel,BC.CN.2010.CNXJ0651_8.KC807939,0.02,<0.02: Ren2014
563,CNXJ0651_9,,BC,chronic,,CHINA,2010.0,KC807940,,Yes,CNXJ0651,non-panel,BC.CN.2010.CNXJ0651_9.KC807940,0.02,<0.02: Ren2014
564,CNXJ09277_1,,BC,chronic,,CHINA,2010.0,KC807969,,Yes,CNXJ09277,non-panel,BC.CN.2010.CNXJ09277_1.KC807969,50.0,>25: Ren2014
565,CNXJ09277_2,,BC,chronic,,CHINA,2010.0,KC807970,,Yes,CNXJ09277,non-panel,BC.CN.2010.CNXJ09277_2.KC807970,50.0,>25: Ren2014
566,CNXJ09277_7,,BC,chronic,,CHINA,2010.0,KC807974,,Yes,CNXJ09277,non-panel,BC.CN.2010.CNXJ09277_7.KC807974,50.0,>25: Ren2014
567,CNXJ09277_8,,BC,chronic,,CHINA,2010.0,KC807975,,Yes,CNXJ09277,non-panel,BC.CN.2010.CNXJ09277_8.KC807975,50.0,>25: Ren2014
568,CNXJ1081_1,,BC,chronic,,CHINA,2010.0,KC807943,,Yes,CNXJ1081,non-panel,BC.CN.2010.CNXJ1081_1.KC807943,50.0,>25: Ren2014
569,CNXJ1081_10,,BC,chronic,,CHINA,2010.0,KC807949,,Yes,CNXJ1081,non-panel,BC.CN.2010.CNXJ1081_10.KC807949,5.57,5.57: Ren2014
570,COT6_15,,C,chronic,CCR5,SOUTH AFRICA,1999.0,DQ447266,"COT6, COT WT, COT6.15",Yes,COT6,panel,C.ZA.1999.COT6_15.DQ447266,0.69714,0.54: Williams2017_dataset1;0.9: Morris2011
571,CT072_56_7,1B,C,acute,,SOUTH AFRICA,2007.0,JN681232,CT072_56_7C,Yes,503_01009_CT072,panel,C.ZA.2007.CT072_56_7.JN681232,5.53,5.53: Bricault2019_dataset1;5.53: Wagh2016
572,CT140_140_B6,2,C,acute,,SOUTH AFRICA,2007.0,JN681233,"CT140_B6_12, CT140_B6",Yes,503_02182_CT140,panel,C.ZA.2007.CT140_140_B6.JN681233,17.61,17.61: Bricault2019_dataset1;17.61: Wagh2016
573,CT184_D3_15,1B,C,<3mo,,SOUTH AFRICA,2007.0,KF114889,CT184_D3.15,Yes,503_02660_CT184,panel,C.ZA.2007.CT184_D3_15.KF114889,7.07,7.07: Bricault2019_dataset1;7.07: Wagh2016
574,CT349_39_16,1B,C,<12mo,,SOUTH AFRICA,2007.0,JQ061131,,Yes,503_11204_CT349,panel,C.ZA.2007.CT349_39_16.JQ061131,5.66,5.66: Bricault2019_dataset1;5.66: Wagh2016
575,CT431_G6_6,2,C,acute,,SOUTH AFRICA,2007.0,JN681234,CT431_G6_6C,Yes,503_05649_CT431,panel,C.ZA.2007.CT431_G6_6.JN681234,4.7,4.7: Bricault2019_dataset1;4.7: Wagh2016
576,CT565_C7_48,3,C,<3mo,,SOUTH AFRICA,2009.0,KF114890,CT565_C7.48,Yes,503_05130_CT565,panel,C.ZA.2009.CT565_C7_48.KF114890,15.4,15.4: Bricault2019_dataset1;15.4: Wagh2016
577,CT810_G4_7,2,C,acute,,SOUTH AFRICA,2007.0,KF114891,"CT810_G4.7, CT810_G4-7",Yes,503_02854_CT810,panel,C.ZA.2007.CT810_G4_7.KF114891,7.87,7.87: Bricault2019_dataset1;7.87: Wagh2016
578,CT823_B6_1,2,C,acute,,SOUTH AFRICA,2007.0,JN681236,,Yes,503_07711_CT823,panel,C.ZA.2007.CT823_B6_1.JN681236,8.62,8.62: Bricault2019_dataset1;8.62: Wagh2016
579,CT885_H3_2,2,C,<12mo,,SOUTH AFRICA,2008.0,JN967797,,Yes,503_06150_CT885,panel,C.ZA.2008.CT885_H3_2.JN967797,8.6,8.6: Bricault2019_dataset1;8.6: Wagh2016
580,CT966_E1_7,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681238,"CT966_E1-7, CT966_E1_7C",Yes,503_07001_CT966,panel,C.ZA.2008.CT966_E1_7.JN681238,7.07,7.07: Bricault2019_dataset1;7.07: Wagh2016
581,CT977_69_12,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681239,,Yes,503_11474_CT977,panel,C.ZA.2008.CT977_69_12.JN681239,2.43,2.43: Bricault2019_dataset1;2.43: Wagh2016
582,DH12,,B,chronic,CCR5 CXCR4,UNITED STATES,1991.0,AF069140,,Yes,DH12,panel,B.US.1991.DH12.AF069140,1.17,1.17: Zhang2019a
583,DJ263_8,1B,02_AG,<12mo,CCR5,FRANCE,1991.0,EU855130,"DJ263.8, DJ263",Yes,DJ263,panel,02_AG.FR.1991.DJ263_8.EU855130,0.09984,0.009: Bricault2019_dataset2;0.081: Bricault2019;0.081: Chuang2013;0.081: Georgiev2013_dataset1;0.081: Huang2012a;0.081: Huang2016a_dataset1;0.2: Corti2010;0.2: Montefiori CAVD CA-VIMC;0.2: Scheid2009;0.392: Williams2017_dataset1
584,DU123_06,2,C,<12mo,CCR5,SOUTH AFRICA,1998.0,DQ411850,"DU123_6, DU123.06, DU123, SVPC1, Du123.6",Yes,Du123,panel,C.ZA.1998.DU123_06.DQ411850,0.2488,0.1: Corti2010;0.1: Montefiori CAVD CA-VIMC;0.132: Bricault2019_dataset2;0.343: Bricault2019;0.343: Chuang2013;0.343: Georgiev2013_dataset1;0.343: Huang2012a;0.343: Huang2016a_dataset1;0.583: Williams2017_dataset1
585,DU151_02,2,C,<12mo,CCR5,SOUTH AFRICA,1998.0,DQ411851,"SVPC2, DU151.2, DU151_2, DU151, DU151.02, Du151.2, DU151.02.SG3",Yes,DU151,panel,C.ZA.1998.DU151_02.DQ411851,1.58481,0.461: Bricault2019_dataset2;0.8: Bricault2019_dataset1;0.8: Corti2010;0.8: Montefiori CAVD CA-VIMC;0.8: Wagh2016;2.97: Bricault2019;2.97: Chuang2013;2.97: Georgiev2013_dataset1;2.97: Huang2012a;2.97: Huang2016a_dataset1;3.63: Williams2017_dataset1
586,DU156_12,2,C,acute,CCR5,SOUTH AFRICA,1999.0,DQ411852,"NIH-ARP-11306, DU156, SVPC3, Du156.12, DU156.12",Yes,DU156,panel,C.ZA.1999.DU156_12.DQ411852,0.11482,0.023: Bricault2019_dataset2;0.023: Chuang2013;0.023: Georgiev2013_dataset1;0.023: Huang2012a;0.023: Huang2016a_dataset1;0.101: Zhang2019a;0.17: Rusert2016;0.2: Bricault2019_dataset1;0.2: Bricault2019_dataset3;0.2: Corti2010;0.2: Hraber2014;0.2: Montefiori CAVD CA-VIMC;0.2: Wagh2016;0.217: Williams2017_dataset1;0.245: Chen2014;0.25: Morris2011;0.56: Crooks2015;1.14: Bricault2019;<0.023: Doria-Rose2014
587,DU172_17,2,C,<12mo,CCR5,SOUTH AFRICA,1998.0,DQ411853,"SVPC4, DU172, NIH-ARP-11307, DU172.17.SG3, Du172.17, DU172.17",Yes,DU172,panel,C.ZA.1998.DU172_17.DQ411853,0.12784,0.023: Chuang2013;0.023: Georgiev2013_dataset1;0.023: Huang2012a;0.023: Huang2016a_dataset1;0.057: Bricault2019_dataset2;0.102: Zhang2019a;0.116: Williams2017_dataset6;0.192: Williams2017_dataset5;0.293: Williams2017_dataset1;0.3: Bricault2019_dataset1;0.3: Bricault2019_dataset3;0.3: Corti2010;0.3: Hraber2014;0.3: Montefiori CAVD CA-VIMC;0.3: Wagh2016;0.41: Morris2011;1.14: Bricault2019;<0.023: Doria-Rose2014
588,DU422_1,2,C,<12mo,CCR5,SOUTH AFRICA,1998.0,DQ411854,"DU422_01, DU422.01, SVPC5, DU422, Du422.1",Yes,DU422,panel,C.ZA.1998.DU422_1.DQ411854,1.12862,0.224: Bricault2019_dataset2;0.7: Bricault2019_dataset1;0.7: Bricault2019_dataset3;0.7: Corti2010;0.7: Hraber2014;0.7: Montefiori CAVD CA-VIMC;0.7: Moody2015;0.7: Wagh2016;1.3: Crooks2015;1.42: Zhang2019a;1.62: Rusert2016;1.65: Bricault2019;1.65: Chuang2013;1.65: Doria-Rose2014;1.65: Georgiev2013_dataset1;1.65: Huang2012a;1.65: Huang2016a_dataset1;2.55: Williams2017_dataset1;3.51: Morris2011
589,EN3C016,,B,chronic,,UNITED STATES,2007.0,MN516423,,Yes,EN3,non-panel,B.US.2007.EN3C016.MN516423,50.0,>25: Hutchinson2019
590,EN3C028,,B,chronic,,UNITED STATES,2007.0,MN516424,,Yes,EN3,non-panel,B.US.2007.EN3C028.MN516424,17.3799,17.3799: Hutchinson2019
591,EN3C040,,B,chronic,,UNITED STATES,2007.0,MN516425,,Yes,EN3,non-panel,B.US.2007.EN3C040.MN516425,13.9435,13.9435: Hutchinson2019
592,EN3C041,,B,chronic,,UNITED STATES,2007.0,MN516426,,Yes,EN3,non-panel,B.US.2007.EN3C041.MN516426,23.1582,23.1582: Hutchinson2019
593,EN3C045,,B,chronic,,UNITED STATES,2007.0,MN516427,,Yes,EN3,non-panel,B.US.2007.EN3C045.MN516427,2.627,2.627: Hutchinson2019
594,EN3C059,,B,chronic,,UNITED STATES,2007.0,MN516428,,Yes,EN3,non-panel,B.US.2007.EN3C059.MN516428,0.5471,0.5471: Hutchinson2019
595,EN3C061,,B,chronic,,UNITED STATES,2007.0,MN516429,,Yes,EN3,non-panel,B.US.2007.EN3C061.MN516429,2.6453,2.6453: Hutchinson2019
596,EN3C068,,B,chronic,,UNITED STATES,2007.0,MN516430,,Yes,EN3,non-panel,B.US.2007.EN3C068.MN516430,50.0,>25: Hutchinson2019
597,EN3C073,,B,chronic,,UNITED STATES,2007.0,MN516431,,Yes,EN3,non-panel,B.US.2007.EN3C073.MN516431,12.2846,12.2846: Hutchinson2019
598,EN3C075,,B,chronic,,UNITED STATES,2007.0,MN516432,,Yes,EN3,non-panel,B.US.2007.EN3C075.MN516432,50.0,>25: Hutchinson2019
599,EN3C084,,B,chronic,,UNITED STATES,2007.0,MN516433,,Yes,EN3,non-panel,B.US.2007.EN3C084.MN516433,11.5505,11.5505: Hutchinson2019
600,EN3C088,,B,chronic,,UNITED STATES,2007.0,MN516434,,Yes,EN3,non-panel,B.US.2007.EN3C088.MN516434,15.1361,15.1361: Hutchinson2019
601,EN3D006,,B,chronic,,UNITED STATES,2007.0,MN516435,,Yes,EN3,non-panel,B.US.2007.EN3D006.MN516435,22.4744,22.4744: Hutchinson2019
602,EN3D020,,B,chronic,,UNITED STATES,2007.0,MN516436,,Yes,EN3,non-panel,B.US.2007.EN3D020.MN516436,16.9443,16.9443: Hutchinson2019
603,EN3D054,,B,chronic,,UNITED STATES,2007.0,MN516437,,Yes,EN3,non-panel,B.US.2007.EN3D054.MN516437,3.4162,3.4162: Hutchinson2019
604,EN3D059,,B,chronic,,UNITED STATES,2007.0,MN516438,,Yes,EN3,non-panel,B.US.2007.EN3D059.MN516438,11.2629,11.2629: Hutchinson2019
605,EN3D066,,B,chronic,,UNITED STATES,2007.0,MN516439,,Yes,EN3,non-panel,B.US.2007.EN3D066.MN516439,50.0,>25: Hutchinson2019
606,EN3D069,,B,chronic,,UNITED STATES,2007.0,MN516440,,Yes,EN3,non-panel,B.US.2007.EN3D069.MN516440,2.8472,2.8472: Hutchinson2019
607,EN3D071,,B,chronic,CCR5,UNITED STATES,2007.0,MN516441,,Yes,EN3,non-panel,B.US.2007.EN3D071.MN516441,50.0,>25: Hutchinson2019
608,EN3D079,,B,chronic,,UNITED STATES,2007.0,MN516442,,Yes,EN3,non-panel,B.US.2007.EN3D079.MN516442,9.4933,9.4933: Hutchinson2019
609,ETH2220_11B,,C,chronic,,ETHIOPIA,1986.0,U46016,ETH2220,Yes,ETH2220,panel,C.ET.1986.ETH2220_11B.U46016,4.1,4.1: Chenine2013
610,EX15_B5,,A1G,,CCR5,SPAIN,2009.0,GQ862780,,Yes,Ex15,non-panel,A1G.ES.2009.EX15_B5.GQ862780,44.64,44.64: Revilla2011
611,FE,,07_BC,,,CHINA,,,,Yes,FE,non-panel,07_BC.CN..FE.,2.986,2.986: Wang2013
612,FE_N133Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N133Q.,1.776,1.776: Wang2013
613,FE_N142Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N142Q.,0.999,0.999: Wang2013
614,FE_N197D,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N197D.,0.477,0.477: Wang2013
615,FE_N289D,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N289D.,1.544,1.544: Wang2013
616,FE_N301Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N301Q.,0.585,0.585: Wang2013
617,FE_N339Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N339Q.,1.579,1.579: Wang2013
618,FE_N355Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N355Q.,0.353,0.353: Wang2013
619,FE_N392Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N392Q.,2.327,2.327: Wang2013
620,FE_N408Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N408Q.,2.01,2.01: Wang2013
621,FE_N411Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N411Q.,1.302,1.302: Wang2013
622,FE_N442Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N442Q.,0.934,0.934: Wang2013
623,FE_N448Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N448Q.,0.694,0.694: Wang2013
624,FE_N463Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N463Q.,0.895,0.895: Wang2013
625,FE_N466Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N466Q.,1.397,1.397: Wang2013
626,FE_N611Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N611Q.,0.704,0.704: Wang2013
627,FE_N625Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N625Q.,0.577,0.577: Wang2013
628,FE_N637Q,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N637Q.,1.168,1.168: Wang2013
629,FE_N88D,,07_BC,,,CHINA,,,,Yes,FE,mutant,07_BC.CN..FE_N88D.,1.84,1.84: Wang2013
